sentence,sentiment,dictionary_classification
"compensation news , opinion distribution .",neutral,neutral
revenue grow percent euro . million us$ million euro million .,positive,positive
"seminar , memorandum understand co - operation sign finnish kemira company vietnam national chemical corporation .",positive,positive
"votorantim celulose e papel ( vcp ) part votorantim group , major brazilian conglomerate .",neutral,neutral
"finnish company building , mt - year biodiesel plant singapore .",neutral,neutral
"sale , comprise margarine business finland poland , follow approval polish competition authority early october .",neutral,neutral
"plant go stream november estimate daily production , litre bioethanol .",neutral,neutral
"operate profit exclude non - recurring item amount eur . mn , eur . mn year -- year .",negative,-1
"group ' revenue amount eur million , half account export .",neutral,neutral
"far norwegian norske skog reduce staff level , people plan reduce production , ton , finnish - swedish stora enso cut staff , people production , ton .",negative,-1
"lkab , headquarter lulea , sweden , high - tech mining company produce upgrade iron ore product steel industry .",neutral,neutral
` ` want credit card info personal detail .,neutral,neutral
upm - kymmene generate thirty - one consecutive quarter positive ebitda .,positive,positive
"really surprise much $ fb fall . thought ' support around , guess .",negative,negative
"operate loss total eur . mn , compare profit eur . mn first half .",neutral,-1
event also view live audio webcast .,neutral,neutral
operate profit exclude non - recurring item eur . million compare eur . million .,negative,-1
"maximum grade veneer yield calculate , base dimension grade veneer product , well iterate place peel axis simulate peel process .",neutral,neutral
operate margin come . % . % .,neutral,-1
"` ` ukraine , , act partner major bakery client production product development .",neutral,neutral
"result merger , large professional electronics telecommunication technology contract manufacturing center finland form sievi .",neutral,neutral
transaction line aspo ' strategy expand baltic sea region eastern market .,positive,positive
merge two free sheet clarify market situation .,neutral,neutral
arena partners oy development company electronic business .,neutral,neutral
cramo slip pretax loss eur . million pretax profit eur . million .,negative,-1
study expect start .,neutral,neutral
net profit period . million euro .,neutral,-1
finnish communication electronic component supplier scanfil oyj tuesday say sale first half % low period year ago .,negative,-1
number magazine newspaper reader remain unchanged .,neutral,neutral
company net sale eur . mn pre - tax profit eur . mn .,neutral,neutral
"workforce reduce also amsterdam office , netherlands .",neutral,-1
yvonne jones owner chameleon interiors .,neutral,neutral
"downloadable instruction sheet , instructional video , project idea award - win everywhere punch tm window system find .",neutral,neutral
"talentum disclose three interim reports - q ( january - march ) friday , april , - q ( april - june ) friday , july , - q ( july - september ) friday , october , .",neutral,neutral
party also agree option allow uh extensively implement later also functionalitie human resource management .,positive,positive
"london ( afx ) - intertek group plc , test inspection company , say commercial electrical division buy finland - base company natlabs oy etteplan oyj . mln eur cash .",neutral,neutral
finnair believe strike cause daily net loss excess eur mn due cancel reservation passenger -routing .,neutral,-1
nordea see return positive growth baltic country .,positive,positive
negotiation concern plant ' department produce wind roving employ people .,neutral,neutral
"poyry plc additional information : martin kuzaj , president , industry business group , finland tel . + sanna paivaniemi , director , investor relations , poyry plc , finland tel . + poyry global consulting engineering company dedicate balanced sustainability .",neutral,neutral
"@binkster . ' er ' lol . look correlation $ aria foreign price chart , poise breakout .",positive,positive
"rapala vmc corporation stock exchange release october , . kaupthing bank oyj ( ` ` kapthing '' ) inform rapala vmc corporation ( ` ` rapala '' ) interrupt liquidity provide rapala ' share time .",neutral,-1
"part new strategy , finnish biohit planning incorporate diagnostic business separate limited company .",neutral,neutral
"virala oy ab allocate board directors amount eur , million eur , million low maximum announce // .",neutral,neutral
"juha jordan , chief engineer glaston , say one reason choose vacon global ac drive supplier service support centre country glaston operate .",positive,positive
another firm air liquide exempt leave market .,neutral,neutral
finnair ' total traffic decrease . % term revenue passenger kilometre .,negative,-1
"reorganisation carry transfer hkscan corporation ' production - relate property , plant equipment finland well holding subsidiary associate hkscan finland oy , hold company wholly own hkscan corporation .",neutral,neutral
cash flow operation january - december negative eur . mn compare eur . mn corresponding period .,negative,-1
"helsinki afx - cargotec say buy pct stake indital construction machinery ltd , bangalore - base company make fork lift truck mobile crane , undisclosed sum .",neutral,neutral
"finnish silicon wafer technology company okmetic oyj omx helsinki : okmv report thursday october operate profit eur . january - september , eur . corresponding period .",positive,positive
$ dcth near hod,positive,positive
cs cabot ' main consumer czech slovak market tire producer barum continental matador continental .,neutral,neutral
alert : new macd signal create $ ctxs - buy . - time : : - strength : . power,positive,positive
cameco typically price sale contract use : ratio fix price spot price .,neutral,neutral
"total service concept also include technology service , raute support customer throughout entire life cycle investment .",neutral,neutral
